,ID,title,subject,catalog,career,classUnit,prerequisites,crosslisted,description
111,742,INTERVIEWING,AHSC,315,UGRD,3.0,"Prerequisite: AHSC 230.
NOTE: Students who have received credit for AHSC 256 may not take this course for credit.",,"Prerequisite: AHSC 230. This course reviews different forms and concepts relevant to interviewing for use in work and community settings. It examines communication influences on the interviewer and interviewee and the limitations of different interview approaches. It enables students to structure and design interviews, to build rapport, and to manage information flow.

NOTE: Students who have received credit for AHSC 256 may not take this course for credit."
112,743,ADULTHOOD: PATTERNS AND TRANSITIONS,AHSC,316,UGRD,3.0,Prerequisite: AHSC 220.,,"Prerequisite: AHSC 220. This course examines relationships, transitions, and developmental change through early adulthood and middle age. Relevant adult development theories are reviewed. Students explore the nature and significance of close relationships, life transitions, choices and contextual influences. This course includes a consideration of the societal values inherent in notions of maturity, optimal environments, and interventions to enhance quality of life."
113,744,OLDER ADULTHOOD: ISSUES AND INTERVENTION,AHSC,319,UGRD,3.0,Prerequisite: AHSC 220.,,"Prerequisite: AHSC 220. This course explores developmental change patterns and differences among people in older adulthood. Topics include retirement and pensions, concepts of health, fitness, well?being and models of health care, housing and transportation, leisure, family and social relations, ethnicity and aging, loss and grief, death and dying. Designed for persons interested in working with older adults, the course fosters awareness of myths, stereotypes and ageism, and emphasizes an attention to community social support and interventions which are enabling."
114,745,Family and Youth Legislation,AHSC,320,UGRD,3.0,Prerequisite: AHSC 220.,,"This course reviews all aspects of federal and provincial legislation that impact on practice with families. Legislation governing marriage, divorce and custody, family violence, child and youth protection and placement, youth crime, child advocacy and the challenges of working with families in relation to the legislation, are presented with a particular focus on the rights of children and the legal responsibilities of practitioners."
115,746,FUNDAMENTALS OF CHILD - AND YOUTH-CARE WORK,AHSC,322,UGRD,3.0,"Prerequisite: AHSC220.
NOTE: Students who have received credit for AHSC 402 or for this topic under an AHSC 398 number may not take this course for credit.",,"Prerequisite: AHSC 220. The objectives of this course are to provide students with an understanding of the scope and status of child? and youth?care work, to sensitize them to the necessary competencies and daily challenges of this work in a range of
settings, and to review relevant theory. An overview of the history of the field is provided, as well as a review of seminal writings and recent literature on best practices.

NOTE: Students who have received credit for AHSC 402 or for this topic under an AHSC 398 number may not take this course for credit."
116,747,GENDER AND LEISURE,AHSC,323,UGRD,3.0,Prerequisite: 30 university credits including AHSC 241 or 242.,,"Prerequisite: 30 university credits including AHSC 241 or 242. This course focuses on theory and empirical research concerning the relationships between gender and leisure. This includes topics such as the effect of gender on leisure meanings, constraints to leisure, and participation in leisure. In addition, this course explores the cultural influences of leisure related to gender identity and gender relations. As part of this, the course explores the role that leisure plays as a significant site for the social construction and contestation of gender. Emphasis is placed on understanding ways in which gender relations and gender role expectations affect
and are affected by leisure."
117,748,Leadership and Facilitation in Small Groups,AHSC,330,UGRD,6.0,"Prerequisite: AHSC 232, 260.

Never Taken: AHSC423, AHSC435, AHSC439, AHSC443, AHSC470",,"This course develops facilitative skills and approaches to leadership in small groups. Students learn effective ways to observe and to interpret the significance of group behaviour for the purpose of intervening effectively. It introduces students to program design theory for human and social service organizations and program design principles and practices relevant to small group learning.The course highlights factors optimizing participation, patterns of communication and influence, decision-making, problem-solving, collaborative planning, conflict management, and effects of gender and other identity-related differences. Students identify their leadership styles and group facilitation skills to develop flexibility in adapting to diverse group situations."
118,749,LEISURE AND THE ENVIRONMENT,AHSC,333,UGRD,3.0,Prerequisite: 30 university credits including AHSC 241 or 242.,,"Prerequisite: 30 university credits including AHSC 241 or 242. This course examines the state of the natural environment, and explains how leisure service providers play a crucial leadership role in fulfilling the needs of both the public and the environment."
119,750,Power and Conflict Resolution in Human Systems,AHSC,335,UGRD,3.0,Prerequisite: 24 university credits.,,"This course gives students a theoretical and practical overview of the role of power and conflict in human relationships and human systems ? groups, organizations, and communities. The concept of power is explored in depth since the use of power is central in both the creation and the resolution of conflict. The course focuses on the development of analytical tools that serve to identify the different elements leading to, maintaining or escalating conflicts. Particular attention is given to ethics associated with the use of power and management of conflict."
120,752,Leisure Education in Therapeutic Recreation and Leisure Services,AHSC,350,UGRD,3.0,"Prerequisite: AHSC 241, 260.

Never Taken: AHSC450",,"This course offers an introduction to the field of leisure education in therapeutic recreation and leisure services. The history and underlying philosophy of the concept is presented. The roles of the school, community, and community-serving agencies are examined. Existing models are analyzed and discussed."
121,754,FOUNDATIONS OF FAMILY LIFE EDUCATION,AHSC,355,UGRD,3.0,Prerequisite: AHSC232; AHSC260 and AHSC313 previously or concurrently.,,"This course examines Family Life Education from its inception as a field of practice to its current status in North America. It highlights complex related issues and the role of the educator, including attention to personal values and ethical principles of the practitioner. Topics include distinctions between prevention education and therapeutic intervention, and an overview of the range of different family life education programs and current practices."
122,755,"PLAY, ADULT LEARNING AND DEVELOPMENT",AHSC,360,UGRD,3.0,Prerequisite: 30 university credits including AHSC 220.,,"Prerequisite: 30 university credits including AHSC 220. This course examines the concept of play in adult learning and development. Gender, age, ethnic and social class diversity are explored as they relate to adult play behaviour."
123,756,LEISURE SERVICES LEADERSHIP,AHSC,361,UGRD,3.0,"Prerequisite: AHSC 230, 241. Never Taken: AHSC431, AHSC432, AHSC437, AHSC438, AHSC427",,"Prerequisite: AHSC 230, 241. This course offers an analysis of leadership theory and its application to leisure services. Major topics are the principles and practices of leadership, group dynamics, leadership skill development and program planning, and the unique role of the leisure leader."
124,757,Organizational Development and Change: Models and Methods,AHSC,370,UGRD,3.0,Prerequisite: AHSC270 and AHSC332,,"The focus of this course is on the practice of human system intervention from a pragmatic as well as a theoretical perspective. The course emphasizes collaborative strategies for effecting change in human systems within a broad range of intervention alternatives. It focuses on the interventionist?s role in effective change strategy development, initiation, management, and evaluation. The course is taught with a special focus on personal and professional values and ethical issues related to human systems intervention."
125,758,COMMUNITY RECREATION PLANNING,AHSC,371,UGRD,3.0,"Prerequisite: AHSC 241, 260. 

Never Taken: AHSC427, AHSC437, AHSC431",,"Prerequisite: AHSC 241, 260. The course focuses on the application of recreation planning, theory, and skills. It examines methods and procedures used to assess client needs, design and deliver programs and services, and evaluate their impact.
Practical experience is gained through a combination of field experience, project planning, and group work."
126,760,QUANTITATIVE RESEARCH METHODS FOR PRACTITIONERS,AHSC,380,UGRD,3.0,Prerequisite: 24 university credits including AHSC260.,,"This course gives an overview of a range of data collection and analysis strategies which are relevant to collaborative and participative intervention practice. It examines practical considerations for selecting specific quantitative approaches and prepares students to formulate and administer intervention?related questionnaires, to conduct basic quantitative analyses, and to present data results to interested individuals and groups. The course also examines basic ethical requirements in conducting applied social research."
127,761,Concepts in Therapeutic Recreation Programming,AHSC,381,UGRD,3.0,"Prerequisite: AHSC 241, 260, 281. Never Taken: AHSC427, AHSC432, AHSC438",,"Prerequisite: AHSC 241, 260, 281. This course explores current therapeutic recreation practices with emphasis on rehabilitation in community and clinical settings such as hospitals, group homes, psychiatric centres, rehabilitation clinics, and correctional centres. Leisure planning and assessment models are studied to identify the modes of recreational activity which may be used as an intervention."
